preprocessedTweets	Polarity	cleanTweet	sentiment_score
پي سي بي کے چيئرمين نجم سيٹھي نے تسليم کيا ہے کہ ورلڈ اليون کے ميچوں کي ٹکٹوں کي قيمتيں زيادہ رکھنا غلطي تھي	N	پي سي بي چيئرمين نجم سيٹھي تسليم کيا ورلڈ اليون ميچوں کي ٹکٹوں کي قيمتيں زيادہ رکھنا غلطي تھي	0
برازيلين فٹبالر کاکا کے چيني کلب سے رابطے	O	برازيلين فٹبالر کاکا چيني کلب رابطے	0
پاکستان کو اسامہ بن لادن کي موجودي کا نہيں پتا تھا‘ اوباما کا اعتراف  مزيد پڑھيں  …	P	پاکستان اسامہ بن لادن کي موجودي نہيں پتا تھا‘ اوباما اعتراف مزيد پڑھيں …	1
بتانا چاہتا ہوں نصف صدي کے سفر ميں يہ کارواں کن کن صحراؤں سے گزرا،بلاول        …	O	بتانا چاہتا نصف صدي سفر ميں يہ کارواں صحراؤں گزرا،بلاول …	0
ہم نے ہميشہ مشکل حالات ميں ملک کو سنبھالا،بلاول بھٹو زرداري	P	ہميشہ مشکل حالات ميں ملک سنبھالا،بلاول بھٹو زرداري	-1
جنرل مشرف پاکستان کي سياست کو نہيں سمجھتے ليکن وہ کرپٹ لوگوں کو حکمران بنا کر چلے گئے اور احتساب کئے بغير چلے گئے	N	جنرل مشرف پاکستان کي سياست نہيں سمجھتے ليکن کرپٹ حکمران بنا احتساب بغير	1
کراچيملزم حمزہ نےڈکيتي کےدوران مزاحمت پرنعيم کوقتل کياتھا،ايس ايس پي	N	کراچيملزم حمزہ نےڈکيتي کےدوران مزاحمت پرنعيم کوقتل کياتھا،ايس ايس پي	-2
فٹبال ورلڈ کپ  کے ڈراز کا اعلان آج ہوگا	O	فٹبال ورلڈ کپ ڈراز اعلان ہوگا	0
فيصلےسےاختلاف ہماراآئيني اوربنيادي حق ہےکوئي نہيں روک سکتا،احسن اقبال ماضي ميں ايسےبہت سےکيسزہيں جوسپريم کورٹ کيلئےقابل فخرنہيں،احسن اقبال	N	فيصلےسےاختلاف ہماراآئيني اوربنيادي حق ہےکوئي نہيں روک سکتا،احسن اقبال ماضي ميں ايسےبہت سےکيسزہيں جوسپريم کورٹ کيلئےقابل فخرنہيں،احسن اقبال	1
بينک اکاؤنٹس اورشيئرزپہلےہي منجمد کيے جاچکے ہيں،نيب	N	بينک اکاؤنٹس اورشيئرزپہلےہي منجمد کيے جاچکے ہيں،نيب	-2
’کمرشل گاڑيوں پر خواتين کي فحش تصويريں لگانا عام ہو رہا ہے‘	N	’کمرشل گاڑيوں خواتين کي فحش تصويريں لگانا عام ہے‘	-4
رپوٹ پر اعتماد ختم ھو چکا ھے<+> ڈاکٹر قادري    …	N	رپوٹ اعتماد ختم ھو چکا ھے ڈاکٹر قادري …	1
سري لنکن ٹيم کي لاہور آمد، ميچ کي تيارياں مکمل	P	سري لنکن ٹيم کي لاہور آمد، ميچ کي تيارياں مکمل	1
سياست کا آئن اسٹائن	O	سياست آئن اسٹائن	0
کون ہے اسکا ذمےدار	O	کون اسکا ذمےدار	0
بھٹوکوپھانسي دےکرسمجھاگياپيپلزپارٹي ختم ہوگئي، بينظيربھٹو پرويز مشرف کي منافقانہ پاليسيوں کي مخالفت کرتي رہيں، زردا…	N	بھٹوکوپھانسي دےکرسمجھاگياپيپلزپارٹي ختم ہوگئي، بينظيربھٹو پرويز مشرف کي منافقانہ پاليسيوں کي مخالفت کرتي رہيں، زردا…	-1
شہباز شريف اور رانا ثناء کي  نمبري پکڑي گئي  <><+><+><><+><+><><+><+><><+><+><><+><+><><+><+>  کي بجائے  لکھ ديا ،،  يعني يہ ايڈٹ شدہ رپورٹ ہے  …	N	شہباز شريف رانا ثناء کي نمبري پکڑي گئي کي بجائے لکھ ديا ،، يعني يہ ايڈٹ شدہ رپورٹ …	0
لاہوربھارت سے آئے ہندؤ ياتريوں کے وفد کي قيادت شيو پرتاب بجاج کر رہے ہيں	O	لاہوربھارت ہندؤ ياتريوں وفد کي قيادت شيو پرتاب بجاج ہيں	0
کيا پولي گراف ٹيسٹ قنديل بلوچ کے مقدمہ قتل ميں مدد گار ہوگا؟	O	کيا پولي گراف ٹيسٹ قنديل بلوچ مقدمہ قتل ميں مدد گار ہوگا؟	-1
نئي ايسٹ انڈيا کمپني	O	نئي ايسٹ انڈيا کمپني	0
چيني کمپني نے فيس بک کو پيچھے چھوڑ ديا  مزيد پڑھيں	P	چيني کمپني فيس بک پيچھے چھوڑ ديا مزيد پڑھيں	-2
ستمبر  رات  بجے کا گلوبل نيوز بيٹ	O	ستمبر رات بجے گلوبل نيوز بيٹ	0
ہم نے پاکستان کو ايک نئي شکل دي،بلوچستان ميں ترقي دي،آصف زرداري	P	پاکستان ايک نئي شکل دي،بلوچستان ميں ترقي دي،آصف زرداري	0
بلائنڈ ٹي ٹوئنٹي؛ انگلينڈ ورلڈ کپ  کا ميزبان بنے گا	O	بلائنڈ ٹي ٹوئنٹي؛ انگلينڈ ورلڈ کپ ميزبان بنے	0
پيپلزپارٹي کا جلسہ، کارکنان گتھم گتھا ہوگئے	N	پيپلزپارٹي جلسہ، کارکنان گتھم گتھا	0
نواز شريف کو سينٹرل ايگزيکٹو کميٹي منتخب کرنے کا اختيار ديا گيا، مشاہد اللہ خان	O	نواز شريف سينٹرل ايگزيکٹو کميٹي منتخب کرنے اختيار ديا گيا، مشاہد اللہ خان	1
جوش اورجنون ميں کوئي پي پي ورکرزکا مقابلہ نہيں کرسکتا       …	P	جوش اورجنون ميں کوئي پي پي ورکرزکا مقابلہ نہيں کرسکتا …	-1
بھٹوشہيد نے  ہزارجنگي قيديوں کي واپسي ممکن بنائي، چيرمين بلاول بھٹو زرداري ,	P	بھٹوشہيد ہزارجنگي قيديوں کي واپسي ممکن بنائي، چيرمين بلاول بھٹو زرداري	1
اکتوبر  رات   بجے کا گلوبل نيوز بيٹ	O	اکتوبر رات بجے گلوبل نيوز بيٹ	0
آصف علي زرداري کا جلسے ميں رقص <+>  يہ کس نے سيکھايا<+><+><+>؟	N	آصف علي زرداري جلسے ميں رقص يہ کس سيکھايا؟	1
اکتوبر  رات   بجے کا گلوبل نيوز بيٹ	O	اکتوبر رات بجے گلوبل نيوز بيٹ	0
’اگر فلم ڈائريکٹر پر کسي نے تشدد کيا تو ميں ذمہ دار نہيں ہوگا‘  مزيد پڑھيں	N	’اگر فلم ڈائريکٹر کسي تشدد کيا ميں ذمہ دار نہيں ہوگا‘ مزيد پڑھيں	0
فارمولا ون کون سي ٹيم کو گن پوائنٹ پر لوٹ ليا گيا	N	فارمولا ون کون سي ٹيم گن پوائنٹ لوٹ ليا گيا	-2
آج کچھ اينکرز صاحبان کو بلکل بھي نيند نہيں آئے گي <+><+><+> شکريہغيرتمندجيالوں	N	کچھ اينکرز صاحبان بلکل بھي نيند نہيں گي شکريہغيرتمندجيالوں	0
خورشيدشاہ،اعتزازاحسن،قمرزمان کائرہ،شيري رحمان شرکت کريں گي کراچياجلاس ميں ملک کي موجودہ سياسي صورتحال پرتبادلہ خيال ہوگا	O	خورشيدشاہ،اعتزازاحسن،قمرزمان کائرہ،شيري رحمان شرکت کريں گي کراچياجلاس ميں ملک کي موجودہ سياسي صورتحال پرتبادلہ خيال ہوگا	1
لاہورامريکہ کو حقائق کا ادراک کرتے ہوئے افغانستان کے معاملات افغان عوام پر چھوڑ دينے چاہئيں <+> سراج الحق …	O	لاہورامريکہ حقائق ادراک افغانستان معاملات افغان عوام چھوڑ دينے چاہئيں سراج الحق …	0
کل جلسے ميں  پيپلز پارٹي کا آيندہ کا لائحہ عمل پيش کروں گا،بلاول بھٹو	O	جلسے ميں پيپلز پارٹي آيندہ لائحہ عمل پيش کروں گا،بلاول بھٹو	1
کوئٹہحکومتي اعلان کےباوجود بلوچستان ميں بجلي کي لوڈشيڈنگ ختم نہ ہوسکي	N	کوئٹہحکومتي اعلان کےباوجود بلوچستان ميں بجلي کي لوڈشيڈنگ ختم نہ ہوسکي	0
کيا شکيل شيخ کے بغير بورڈ نہيں چل سکتا جو مشير بناديا گيا، ذکا اشرف	N	کيا شکيل شيخ بغير بورڈ نہيں چل سکتا مشير بناديا گيا، ذکا اشرف	0
سانحہ ماڈل ٹاون پر ايکشن نہيں ليا گيا تو ايسے واقعات دوبارہ ہو سکتے ہيں	N	سانحہ ماڈل ٹاون ايکشن نہيں ليا گيا ايسے واقعات دوبارہ سکتے ہيں	-2
ماڈل ٹاون کا واقعہ پوري قوم نے ديکھا اس کے ذمہ دار شہباز شريف اور رانا ثناءاللہ ہيں، يہ سبق سکھانا چاہتے تھے، عمران…	N	ماڈل ٹاون واقعہ پوري قوم ديکھا ذمہ دار شہباز شريف رانا ثناءاللہ ہيں، يہ سبق سکھانا چاہتے تھے، عمران…	2
لوگو گل خان  آپ کے پيار کي خاطر ميں بلاول کو آپ کے حوالے کرتا ہوں  زرداري	O	لوگو گل خان آپ پيار کي خاطر ميں بلاول آپ حوالے کرتا زرداري	-1
يہ کس مہذب معاشرے ميں ہوتا ہے<+>ان کو اندازہ نہيں تھا کہ اس طرح پوليس کو استعمال کر کے کيا ہوسکتا ہے	N	يہ کس مہذب معاشرے ميں ہوتا ہےان اندازہ نہيں طرح پوليس استعمال کيا ہوسکتا	2
روٹي کے وسيلے سے لے کر تن کے کپڑے اور سر چھپانے کے لئے چھت کو ممکن بنايا	P	روٹي وسيلے کپڑے سر چھپانے چھت ممکن بنايا	1
ٹيکسي ڈرائيور کے جمائما خان کو ’ايک ہزار سے زائد فون کالز اور بے شمار ٹيکسٹ اور واٹس ايپ ميسجز‘	N	ٹيکسي ڈرائيور جمائما خان ’ايک ہزار زائد فون کالز بے شمار ٹيکسٹ واٹس ايپ ميسجز‘	-2
جلسےميں اسٹيبلشمنٹ کاذکرناہونےکاہرگزيہ مطلب نالياجائے کہ اسٹيبلشمنٹ پي پي کےساتھ ہے<+>  …	N	جلسےميں اسٹيبلشمنٹ کاذکرناہونےکاہرگزيہ مطلب نالياجائے اسٹيبلشمنٹ پي پي کےساتھ …	-2
نواب شاہ  سندھ  کے وڈيروں، جاگيرداروں کا احتساب ہوگا،فاروق ستار	P	نواب شاہ سندھ وڈيروں، جاگيرداروں احتساب ہوگا،فاروق ستار	0
حکومت کي طرف سے نجفي کميشن رپورٹ ميں ردو بدل کے واضح ثبوت سامنے آگے  صفحہ نمبر  ميں ميٹنگ کي تاريخ کو  جون …	P	حکومت کي نجفي کميشن رپورٹ ميں ردو بدل واضح ثبوت سامنے آگے صفحہ نمبر ميں ميٹنگ کي تاريخ جون …	1
اہوروزيراعلي<+> نےبيان حلفي ميں پوليس کارروائي روکنےکي ہدايت کاذکرکيا،رپورٹ لاہوروزيراعلي<+> نے اپني پريس کانفرنس ميں…	O	اہوروزيراعلي نےبيان حلفي ميں پوليس کارروائي روکنےکي ہدايت کاذکرکيا،رپورٹ لاہوروزيراعلي اپني پريس کانفرنس ميں…	0
ستمبر   شام سات  بجے کا نيوز بُليٹن	O	ستمبر شام سات بجے نيوز بُليٹن	0
ايک خاتون کو اپني بات منوانے کے ليے کيوں آواز کو قدرے اونچا اور با رعب رکھنا پڑتا ہے؟	N	ايک خاتون اپني بات منوانے ليے کيوں آواز قدرے اونچا با رعب رکھنا پڑتا ہے؟	0
ايڈيليڈايشيزسيريز،دوسراٹيسٹ،آسٹريليا دوسري اننگزميں رنزبناکرآؤٹ	O	ايڈيليڈايشيزسيريز،دوسراٹيسٹ،آسٹريليا دوسري اننگزميں رنزبناکرآؤٹ	0
جمعہ  ستمبر کا کھيل کے ميدان سے	O	جمعہ ستمبر کھيل ميدان	0
سانحہ ماڈل ٹاؤن کي باقر نجفي کميشن رپورٹ ميں تاريح جون سے  جون  کيسے هو گئي?	O	سانحہ ماڈل ٹاؤن کي باقر نجفي کميشن رپورٹ ميں تاريح جون جون کيسے هو گئي?	-2
قرآن کا قانون ہے خون کا بدلہ خون ہے انشاءاللہ قصاص ہوگا ضرور ہو گا	P	قرآن قانون خون بدلہ خون انشاءاللہ قصاص ہوگا	-6
ايف آئي اے پاسورڈ ہيکنگ کي تحقيقات کررہا ہے، سائبرکرائم سيل نےگزشتہ  دنوں دو چيني شہريوں کو گرفتارکرکے ملزمان سے اس…	P	ايف آئي اے پاسورڈ ہيکنگ کي تحقيقات کررہا ہے، سائبرکرائم سيل نےگزشتہ دنوں چيني شہريوں گرفتارکرکے ملزمان اس…	0
صد افسوس پيپلز پارٹي پچاس سال کے بعد پانچ ہزار لوگ بھي خود سے جمع نہيں کر سکي <><+><+><><+><+>	N	صد افسوس پيپلز پارٹي پچاس سال بعد پانچ ہزار بھي خود جمع نہيں سکي	-2
